"Title","Year","Country"
"Documents required for re-entering Schengen area on multiple entry visa","2013","-1"
"What's the most convenient connection between Alvor and the Lisbon Airport?","2013","-1"
"Where in India do I have the best chance of seeing wild tigers?","2013","India"
"How does the combined ticket work in Agra?","2013","-1"
"Are there any airlines that allow electronic cigarettes?","2013","-1"
"Do I have to clear customs when transit via the US on my way to / coming from somewehere else?","2013","-1"
"What's the cheapest way to stay in Copenhagen?","2013","-1"
"How useful are ExpertFlyer's/Expedia seat plan previews?","2013","-1"
"Does Singapore have an electronics district something like Tokyo's Akihabara?","2013","Singapore"
"What do they drink in Japan for breakfast, lunch and dinner?","2013","Japan"
"Flying around the world: Which direction is best?","2013","-1"
"UK Visa plus Schengen Visa","2013","-1"
"Do I need both a UK visa and a Schengen visa?","2013","-1"
"Overnight layover in New York airports","2013","-1"
"Will I have to pick up my luggage and recheck it if I have booked a connection with to different tickets separate airlines?","2013","-1"
"What should you do with your house keys while traveling a short time?","2013","-1"
"Travel restrictions with a Russian Visa?","2013","Russia"
"Is the couvert mandatory or optional in Italy?","2013","Italy"
"What to do about bad photo on issued US passport","2013","-1"
"Sunbathing naked in public parks in Germany","2013","Germany"
"Do minors need ID to fly in the US?","2013","-1"
"Can you transfer Qantas Frequent Flyer Points to other (non-family) members?","2013","-1"
"Can we enter Istanbul, Turkey and Frankfurt, Germany while flying through in transit for a few hours?","2013","Turkey"
"Is it possible to take a desktop PC as carry-on luggage?","2013","-1"
"Replacing windshield with Mexican auto permit","2013","-1"
"Road trip planning tool","2013","-1"
"Is it necessary to book trains in the Jungfrau region?","2013","-1"
"How to get by train from Normandy to Versailles?","2013","-1"
"Inner tubing down rivers in the United States","2013","United States"
"Experience taking iMac on plane as carry-on","2013","-1"
"Schengen Visa : What does the information mean?","2013","-1"
"Is tap water in Ireland and England drinkable?","2013","Ireland"
"Can 2S (i.e. general compartment) tickets be booked online for trains in India?","2013","India"
"Dual UK/Canadian Citizens travelling to USA and Canada","2013","Canada"
"Free wifi in Reykjavik","2013","-1"
"What do I have to take into account when buying an urban backpack?","2013","-1"
"Is it okay to board only the second flight of a return ticket? The return ticket is much cheaper than buying one way","2013","-1"
"Regarding reapplying for the Schengen visa in Estonia","2013","Estonia"
"Mixing Australian visa types within one family","2013","Australia"
"Is there a cheaper (slower) way to get by train from Brussels to Paris than Thalys?","2013","-1"
"Layovers at Munich airport Terminal 2 (Star Alliance): Do I have to leave transit area?","2013","-1"
"Precautions to take when travelling alone around Ireland","2013","Ireland"
"Would $5000 be enough for this trip in 2014 december?","2013","-1"
"International driver's licence (IDD): is this site reliable?","2013","-1"
"What is an International Driver's License?","2013","-1"
"Taking bike as luggage from Bratislava to Vienna","2013","-1"
"Casual study in the USA","2013","-1"
"Why shouldn't I have an ATM PIN beginning with zero if I travel internationally?","2013","-1"
"Are there any ships I can travel on from USA to India?","2013","India"
"How can I purchase duty free liquids if I'm connecting through the US?","2013","-1"
"Text message delivery time from Europe to Asia","2013","-1"
"What are the drawbacks of taking this window/aisle solo seat - 71A on Boeing 777-300ER?","2013","-1"
"How to find coworker space in Berlin as a tourist?","2013","-1"
"Apartment vs Hotel - Dubai downtown?","2013","-1"
"How do you fly on standby without a ticket/boarding pass?","2013","-1"
"Easiest way to get to Ensenada from Tijuana or Mexicali?","2013","-1"
"Good aurora viewing areas around Tromso accessible by public transport?","2013","-1"
"Are there any ferries between Okinawa and China?","2013","China"
"Cheap way to get around Tokyo, Kyoto and Osaka - alternatives to the JR Pass?","2013","-1"
"How often can you visit on a multiple-entry pass to Singapore?","2013","Singapore"
"Converting Virgin Australia flights into AirNZ Airpoints","2013","Australia"
"Where to spend a night in the Mumbai airport","2013","-1"
"Itinerary for the south of India","2013","India"
"If travelling with luggage in SE Asia and not staying in hotels, where can I leave my belongings?","2013","-1"
"Travel insurance - need receipts for lost goods?","2013","-1"
"Travel insurance for flight cancellation","2013","-1"
"What is the best way to get temporary smartphone data service across multiple countries?","2013","-1"
"Cheapest place to fly from China, Taiwan, or Southeast Asia to Ishigaki, Japan?","2013","Taiwan"
"What's the closest SCUBA spot to Chiang Mai?","2013","Cuba"
"Why doesn't British Airways sell six seats in the rear of the plane?","2013","-1"
"How to get from O'Hare to Midway (with family in tow)?","2013","-1"
"Can I stay in Europe for more than 90 days with a UK working visa?","2013","-1"
"Can I expedite a Schengen Visa appointment for consulates in the US?","2013","-1"
"Travel to Australia without a visa but a grant","2013","Australia"
"Where on earth is this church which looks like a confused chicken?","2013","-1"
"Is it possible to drink alcoholic beverages at Iranian ski resorts?","2013","Iran"
"Does changing latitude affect sleep?","2013","-1"
"I have a double entry visa but need to enter China three times. What can I do?","2013","China"
"Monday Silver Anniversary in Texas, need ideas","2013","-1"
"Planning a visit to the Redwood Forests?","2013","-1"
"What is the shortest layover in Istanbul that would let me visit The Blue Mosque?","2013","-1"
"Breton Language Areas","2013","-1"
"Exchanging and using Scottish pounds","2013","-1"
"Usual taxi fares and things to know about transportation inside Antalya","2013","-1"
"Cheapest way to transfer USD from GB to Israel","2013","Israel"
"How can I renew my Italian passport abroad?","2013","-1"
"Packed Items at Indian Customs","2013","India"
"Will a train ticket to Singapore be accepted as proof of onward travel to fly one-way into Malaysia?","2013","Singapore"
"Is any Southeast Asian country easier for obtaining a visa for China?","2013","China"
"What is the etiquette for declining money from a Japanese friend?","2013","Japan"
"How to get from Mumbai Airport to the CST Station?","2013","-1"
"Can you travel to Canada by road with an expired US passport?","2013","Canada"
"How to lock a backpack?","2013","-1"
"Where can I book the Ooty-Mettupalayam train?","2013","-1"
"How to insure yourself as an independent traveling scuba diver?","2013","Cuba"
"1.5 hr layover in Amsterdam","2013","-1"
"Where can I get free maps? (particularly of Southeast Asia)","2013","-1"
"Can a foreigner easily buy and activate an ALDI talk micro SIM in Germany?","2013","Germany"
"Are there any ferry tickets /passes in Japan that cover multiple ferries between multiple islands?","2013","Japan"
"How widespread is sailing between Japanese islands in private yachts?","2013","Japan"
"Where to buy cheap generic camping gear in Kuala Lumpur or Singapore?","2013","Singapore"
"Can I go to Germany with a Schengen visa from another country after failing to get a German visa?","2013","Germany"
"Safety: What data is available on crime in NYC in 2013?","2013","-1"
"Free secure bike parking at Harwich International","2013","-1"
"What happened to lifting the liquids ban?","2013","-1"
"Airline compensation for non-specific delays with a US carrier","2013","-1"
"Swimming pool options in Bologna","2013","-1"
"Prepaid SIM card for Austria, with mobile internet and relatively cheap foreign calls","2013","Austria"
"Do I need a towel in saunas in Germany?","2013","Germany"
"Cheap flights in the Nuremberg area?","2013","-1"
"Does my duty free allowance stack with other people in my car to Canada?","2013","Canada"
"Is the drive from Milan to Zurich considered difficult, generally?","2013","-1"
"How to find accommodation when what you reserved appears to be overbooked, or worse, non-existent?","2013","-1"
"How do you find out whether or not certain vitamins are legal or bring into a country?","2013","-1"
"Countries with hi-tech toilets","2013","-1"
"Is it possible to renew a British passport early?","2013","-1"
"Will a Canadian working holiday visa be valid on a new passport?","2013","-1"
"How to quickly find out the entry requirements to country X for a citizen of country Y?","2013","-1"
"How often do cameras get stolen while someone is using them in SE Asia?","2013","-1"
"How far in advance do you need to get to Quimper (UIP) airport?","2013","-1"
"If I lose my wallet can a hotel hold your luggage for collateral for not paying the cancellation fee?","2013","-1"
"Is it really much cheaper for an Australian to get a Chinese visa in Malaysia than in Australia?","2013","Malaysia"
"How to find out which days the Chinese embassy/consulate in Kuala lumpur is open?","2013","-1"
"Is it rude to ask for toilet paper in Bangladesh?","2013","Bangladesh"
"Do I need an airport transit visa through Switzerland (Schengen) if I have no Schengen visa?","2013","Switzerland"
"Is a 4x4 essential in Iceland at end of August?","2013","Iceland"
"Can I visit Schengen countries on a Type-D Schengen Visa?","2013","-1"
"Can an international student on F1 in the US invite her friend to visit her for touring?","2013","-1"
"Reliability of prepaids for foreign calls such as Lebara, Ortel... what to take into account?","2013","-1"
"Conditions of train ticket between Vienna and Bratislava","2013","-1"
"Trails for barefoot walking near Nuremberg (Bavaria)?","2013","Bavaria"
"Renew or reapply for ESTA visa to re-enter USA?","2013","-1"
"What town is in the Samsung Galaxy S default wallpaper?","2013","-1"
"How to stay in Brazil for 5 months with a (tourist) visa?","2013","Brazil"
"Food or drinks on VTA Light Rail","2013","-1"
"Is it possible to do currency exchange in Antalya Airport after arrival?","2013","-1"
"Taiwan maximum stay -- on landing or passing immigration?","2013","Taiwan"
"Are there international ferries between Pontianak/Borneo and neighbouring countries?","2013","-1"
"Applying for Netherlands Working Holiday Scheme whilst in the Netherlands","2013","Netherlands"
"European countries ""shut down"" in August?","2013","-1"
"Are Trinidad and Tobago as well as Suriname safe places to travel alone?","2013","Suriname"
"Hostels in Vienna - reservation and prepaid","2013","-1"
"Storage that ships belongings to location","2013","-1"
"How can I get a VAT refund after I've left the UK from Luton Airport?","2013","-1"
"Schengen visa for Pakistani national married to British citizen wife","2013","Pakistan"
"What are the risks of using Airbnb in New York?","2013","-1"
"What type of visa required for Sweden onsite interview?","2013","Sweden"
"Inaccurate information on multi-city search on Kayak","2013","-1"
"Wine price in a retail shop - Italy","2013","Italy"
"Benefits (or drawbacks) of ordering Euros from AAA (American Automobile Association) online","2013","-1"
"Enterprise Rent-A-Car at Kahului: Is there a shuttle to the 40 Hana location?","2013","-1"
"If I have a visitor visa for Switzerland (Schengen visa), can I visit France?","2013","Switzerland"
"Primary vs. secondary coverage for someone without health insurance?","2013","-1"
"Last minute / standby air travel options in Asia?","2013","-1"
"Places worth visiting by train from Munich to Berlin","2013","-1"
"Can a normal backpacker obtain a multiple-entry Chinese visa while on the road?","2013","-1"
"Can I add more luggage after doing the on-line check-in in Ryanair?","2013","-1"
"I am a south African with indefinate leave to remain UK visa. Can I travel with my British children to EEA country without a visa?","2013","South Africa"
"Cheap accommodation in London","2013","-1"
"Hostels in Bratislava","2013","-1"
"Can I use my Girocard V-Pay for money withdrawal in every EU country?","2013","-1"
"Wearing Vibram FiveFingers while travelling in Europe","2013","-1"
"Traveling Europe During Mid-November to December","2013","-1"
"Does a seat cushion help for 12+ hour flights?","2013","-1"
"How to avoid losing someone while traveling?","2013","-1"
"What are the cheapest sites to find hostels around the world to book?","2013","-1"
"Where can one experience hot springs in Yellowstone National Park?","2013","-1"
"English medical records in a Spanish-speaking country?","2013","-1"
"How long will it take to transfer through Brussels Airport?","2013","-1"
"How do I go about making stops in the middle of California Zephyr route?","2013","-1"
"Where can I find delay/cancelation statistics for a given airline route?","2013","-1"
"Late night transportation in Leipzig","2013","-1"
"Is there a way to know if a spring/water has sulfur?","2013","-1"
"Am I eligible for ESTA US visa?","2013","-1"
"Would I be able to communicate in Vienna in German?","2013","-1"
"Do you get any protection from an incomplete vaccine series?","2013","-1"
"Is it feasible to hitch-hike from Slahpa/Sørfjord to Gåsluokta/Kjøpsvik?","2013","-1"
"Pierless ferry stops in Norway, might one have to arrange own transportation for the final meters?","2013","Norway"
"Huge difference in price between online travel agents and airline website","2013","-1"
"Cloak room to leave luggage at Toronto","2013","-1"
"Quickest way from London Paddington station to London City Airport?","2013","-1"
"My boyfriend is Turkish citizen but has a green card. Does he need a visa to visit me in the UK?","2013","-1"
"Do US Citizens need transit visas for New Delhi airport?","2013","-1"
"Is there free Wi-Fi at Quimper Cornouaille Airport?","2013","-1"
"How can two airlines have the same IATA code?","2013","-1"
"Long transit in Cairo (Egypt)","2013","Egypt"
"How are baggage fees calculated on multi-city trips with the same airline","2013","-1"
"Language to communicate in tourist places in Bratislava? English is sufficient?","2013","-1"
"How much time do I need to allow for transit in a US airport (Minneapolis)?","2013","-1"
"Skydiving or paragliding options in Europe","2013","-1"
"Travelling teenagers in the USA","2013","-1"
"How conservatively should a man dress in Kuala Lumpur?","2013","-1"
"Where to eat cheap authentic laksa in Kuala Lumpur?","2013","-1"
"Accommodation while driving from Calais towards Paris","2013","-1"
"Books in Malaysian language in Kuala Lumpur","2013","Malaysia"
"What is the cheapest way to get from Zurich to Nice?","2013","-1"
"Difference between Berlin CityTourCard, Berlin WelcomeCard or 7-Tage-Karte for 8 days' stay?","2013","-1"
"Should I renew my passport before it expires?","2013","-1"
"Can you enter and exit Canada with an expired US passport?","2013","Canada"
"Is there a way to find prices from departure city to multiple cities or countries at once?","2013","-1"
"ATMs which accept UnionPay IC Card in Berlin","2013","-1"
"Will airlines compensate me if my entertainment system is not working?","2013","-1"
"Will Denial of Entry in transit at YVR affect my new US visa request?","2013","-1"
"Transit via uk with Italian Schengen visa","2013","-1"
"Overstaying on a US Visa Waiver Program","2013","-1"
"Accessing the Mount Teide summit when all 200 permits per day are already booked","2013","-1"
"Visa for Australia and New Zealand for Indian citizen living in USA","2013","New Zealand"
"If you are a US Citizen, do you need a visa to travel to Ghana?","2013","Ghana"
"Best time of year to scuba dive in Belize/Honduras","2013","Honduras"
"Is it safe to travel to Turkey at this time (August 2013)?","2013","Turkey"
"Group Discounted Airfare","2013","-1"
"Does Madrid's metro offer children's fares?","2013","-1"
"How to visit Capilano Suspension Bridge Park and Stanley Park from Vancouver Airport?","2013","-1"
"Is a stopover in Havana a problem for a U.S. citizen?","2013","-1"
"Park or lake with jogging and outdoor gym in Kuala Lumpur?","2013","-1"
"Where can I buy Sri Lanka rupee (LKR) in Australia (AUD)?","2013","Sri Lanka"
"Travel implications when going to Muslim countries after a visit to Israel","2013","Israel"
"Which sanctions can be applied by airline to me if I use round trip ticket as a one way","2013","-1"
"How to calculate the damage to a rental car?","2013","-1"
"Multi-country cellular carriers?","2013","-1"
"Can Alcatraz tours only be booked from their website?","2013","-1"
"Are there multi-day tours from Alice Springs that take infants?","2013","-1"
"What is required to visit my girlfriend in Germany from South Africa?","2013","South Africa"
"TGV Lyria seat plan: how to interpret it?","2013","-1"
"Are there ley lines in Bangladesh?","2013","Bangladesh"
"What should I think of and prepare when flying with kids?","2013","-1"
"How do I get from Berlin to Tromsø?","2013","-1"
"From Canada to Norway, through the North Pole, is that possible?","2013","Norway"
"Train from Gold Coast to Sydney","2013","-1"
"Budget backpacking through Norway","2013","Norway"
"What is the alternative to BART to travel between San Francisco and Oakland?","2013","-1"
"Beach huts closest to London","2013","-1"
"Renewing or getting a new visa in Vietnam?","2013","Vietnam"
"Is there still uncharted land?","2013","-1"
"What is the youngest new natural landmass that can be visited?","2013","-1"
"Is it permitted to ask questions of female sex workers in Thailand to be familiar with their real life as a tourist?","2013","Thailand"
"How can I work out where I can go for a weekend away by public transport, starting from Oxford or Cambridge","2013","-1"
"Montenegro accommodations in August","2013","Montenegro"
"Can foreign tourists see Pakistani dancing girls?","2013","Pakistan"
"Can I board at a different train station with a tatkal ticket in India?","2013","India"
"Self Guided Northern Lights Tour","2013","-1"
"U.S. passport holder to travel in the Philippines with expiring passport","2013","Philippines"
"How to get to Abisko, Sweden from Berlin","2013","Sweden"
"Finding a cheap houseboat accommodation in Alleppey","2013","-1"
"How to cancel multi-entry Schengen visa?","2013","-1"
"Transiting from Heathrow (LHR) to Newark (EWR) to La Guardia (LGA) to Toronto Pearson International Airport (YYZ)","2013","-1"
"Is it possible for non US citizen tourists to get married in Las Vegas?","2013","-1"
"How to find a decent taxi company in Chicago?","2013","-1"
"What are the registration requirements when visiting Russia?","2013","Russia"
"How am I supposed to travel with all these hard copy guidebooks?","2013","-1"
"Will wearing a bright colored jacket signal that I am a tourist?","2013","-1"
"Show the time at milestones for a car travel route","2013","-1"
"Bicycle rental near Kastrup Airport, Denmark?","2013","Denmark"
"Name this building in Singapore and can I visit the glass pyramid on top?","2013","Singapore"
"Can I use ""Récépissé de demande de carte de séjour to re-enter"" to France?","2013","France"
"Do I need any transit visa in Geneva airport?","2013","-1"
"What to do if I am involved in a road accident between two border controls?","2013","-1"
"Public transports from Prague to Wroclaw","2013","-1"
"Are there any advantages to boarding a flight near the end of the boarding process?","2013","-1"
"How to hike from Kiangan to Hungduan, near Banaue, in the Philippines?","2013","Philippines"
"Can I enter Romania from Dubai with a Schengen visa?","2013","Romania"
"Do post offices in Leipzig offer a faxing service?","2013","-1"
"SIM Card for vacation in the US","2013","-1"
"Is it possible to get a Russian visa with a Dutch passport while holding the Russian nationality?","2013","Russia"
"Prescriptions in checked luggage: ok when travelling to Spain?","2013","Spain"
"How feasible is it to travel from Singapore all the way to London only by Train","2013","Singapore"
"How can an EU citizen (Poland) obtain an Australian tourist visa from Saint Petersburg, Russia?","2013","Russia"
"Have Heathrow immigration queue times stabilized since the Olympics?","2013","-1"
"Where can I exchange Georgian Lari in Dubai?","2013","Georgia"
"What to do during long-ish connection in Rome Fiumicino airport with children?","2013","-1"
"Where to find international train fares for Europe","2013","-1"
"Checked-in luggage, Last in First out, is it true?","2013","-1"
"Quickest and/or most scenic route to Show Low, Arizona from Phoenix by car?","2013","-1"
"I have a B1/B2 visa, can I visit my husband in the US?","2013","-1"
"Can I travel within the US using only my foreign passport as ID?","2013","-1"
"Where is this castle?","2013","-1"
"Comparison transportation and expense in Paris","2013","-1"
"Can I get an Exit Visa?","2013","-1"
"CitiBank Branch in Leipzig","2013","-1"
"Indian independence day greetings","2013","India"
"Requirements to drive to Mexico from USA","2013","Mexico"
"Schengen visa application by an Indian studying in the UK","2013","India"
"Is it possible to get a travel money-card that stores value in Thai Baht?","2013","-1"
"Is Greek driver's license valid in the US?","2013","-1"
"Which city to visit in Mexico closest to Texas border","2013","Mexico"
"Do hostels provide cookware?","2013","-1"
"Is brushing your teeth in the public toilet a culture specific activity?","2013","-1"
"Travelling from Cambridge, UK to London City Airport by public transport","2013","-1"
"What kind of ID does the US accept when visiting bars or drinking age events?","2013","-1"
"Hamburg public transport tickets for a 3 day / 48 hour trip?","2013","Hamburg"
"What would be considered ""evidence of adequate funds"" for entering Hong Kong?","2013","-1"
"Quicker / cheaper way to get from Kuala Lumpur to Krabi by land transport?","2013","-1"
"Can you get complementary upgrades when you check-in online or through a booth at the airport?","2013","-1"
"Can I book tickets on Easyjet with a V Pay card?","2013","-1"
"Not getting passport stamped in Sweden","2013","Sweden"
"Can I bring my personal electronic items to US?","2013","-1"
"Are the hoses in toilets in Asia something I should know about?","2013","-1"
"How long is an acceptable shower in Spain?","2013","Spain"
"Stand-By Flights, Regardless of Destination?","2013","-1"
"Need info regarding cheapest mobile connections and internet plans in Berlin","2013","-1"
"Why do people on airplanes often have tomato juice as a drink?","2013","-1"
"How to deal with blisters / chafing on walking-intensive trips?","2013","-1"
"Getting from Paradise Island to a Pink Sand Beach","2013","-1"
"How to get from Poitiers TGV station to Futuroscope-du-Poitou","2013","-1"
"Is it customary to tip at a buffet?","2013","-1"
"How to reach Dam Square from Schiphol airport?","2013","-1"
"Is there a way to do a river cruise in Hamburg on the cheap?","2013","Hamburg"
"Does the 128 Bus travel near Alexanderplatz and Kurt-Schumacher Platz in Berlin?","2013","-1"
"Will bringing your own bottle of wine to a restaurant in France cause bad service?","2013","France"
"Which smartphone apps have you found particularly useful when travelling (especially in New York)?","2013","-1"
"Can you travel 'above' the control of a country?","2013","-1"
"Process and recommendations for obtaining a prepaid micro-SIM card in Ulan Bator, Mongolia","2013","Mongolia"
"Can I import teabags into the United States?","2013","United States"
"Difference between children's and adults' days of London Notting Hill Carnival 2013","2013","-1"
"How exactly does the Navigo pass work?","2013","-1"
"Do airlines recycle uneaten, unopened, pre-packaged food?","2013","-1"
"Amex travel insurance for H1b visa holder","2013","-1"
"Northern Italy: east to west or west to east?","2013","Italy"
"Are there rest areas along Thai motorways?","2013","-1"
"Shelters near trails in Bavaria?","2013","Bavaria"
"Preparing food yourself in hostels in Vienna?","2013","-1"
"Vienna - groceries opening hours during weekend","2013","-1"
"One afternoon/night in Vegas - what to do?","2013","-1"
"Rent a car in LA with insurances","2013","-1"
"Catching separately ticketed flights through an airport without leaving the transit area","2013","-1"
"How easy to take the car in Schengen Area","2013","-1"
"Do we need to pick up our luggages and re-check them in YVR?","2013","-1"
"How much does a taxi from Lisbon airport to city center cost?","2013","-1"
"Is there a cruise ship or ferry departing for Ecuador from Colombia or Panama?","2013","Panama"
"Is there Wi-Fi in the ICE trains in Germany?","2013","Germany"
"Is there Wi-Fi and electric socket in long-distance buses in Germany?","2013","Germany"
"Arriving very late at hotels in Athens","2013","-1"
"Looking for beach in Long Island, accessible by transit from NYC","2013","-1"
"Purchasing a campervan in Australia","2013","Australia"
"Is the Great Dolomites Road safe to drive in October?","2013","-1"
"Will I need a transit visa for transit in Stockholm in a trip from Turkey to Russia?","2013","Turkey"
"One foot in Belgium and the other in the Netherlands?","2013","Netherlands"
"Land Rover in Mongolia with no hired driver","2013","Mongolia"
"Do Mexico border towns near the U.S. accept USD as currency?","2013","Mexico"
"Is it safe to use earbuds in an airplane?","2013","-1"
"Electronic alternative to bicycle map","2013","-1"
"How useful/important is French in Montreal?","2013","-1"
"Bread, breakfast bar or canned food are allowed to be brought into australia?","2013","Australia"
"How to ask drivers not to take me to the bus station when hitchhiking in Thailand?","2013","Thailand"
"Travelling from India to Ukraine. Do I need Transit Visa for Vienna?","2013","Ukraine"
"Cheap mobile provider in Denmark","2013","Denmark"
"When looking for airline prices, is it best to look for busier airports?","2013","-1"
"Can I rely on public transport in Rhodes (Greece) or should I rent a car?","2013","Greece"
"Wave sailing trip in Maui: where to stay?","2013","-1"
"Required vaccinations for New Zealand","2013","New Zealand"
"How to buy tickets for country to country within Europe","2013","-1"
"""Safe"" typical dishes to order away from the tourist trail in Thailand when English is not supported?","2013","Thailand"
"Which Greek islande of the Cyclades is the most wild, or the most quiet?","2013","-1"
"Can I buy a plane ticket from A-B-C but get on the plane at B?","2013","-1"
"How to filter flights by arrival time?","2013","-1"
"Booking hostel (in Europe) without credit card?","2013","-1"
"Pakistani Traveller in Australia, who wants to apply for USA visa","2013","Pakistan"
"How many days in a row can a Canadian citizen stay in the US?","2013","-1"
"Venice (Treviso) to Ljubljana","2013","-1"
"US tourism/business visa from non-resident country","2013","-1"
"What is this strange monument near Bamberg Altenburg?","2013","-1"
"Heading to WC2014 Qualifier @ Wembley","2013","-1"
"Can I change VWP status by going to Canada","2013","Canada"
"Why do some accommodations in the Khao San Road area of Bangkok only offer Wi-Fi during daytime hours?","2013","-1"
"Re-entering Singapore on a multiple-entry visa","2013","Singapore"
"In which countries are the visitor's first name and last name compulsory?","2013","-1"
"How to pack for traveling by airplane with windsurfing gear?","2013","-1"
"Am I expected to tip for room service on top of the Service and delivery fee?","2013","-1"
"Is liability insurance required in order to rent a car?","2013","-1"
"Is there another way to cross the Iran-Pakistan border overland? i.e. not going via Zahedan/Quetta?","2013","Pakistan"
"Shipping motorcycles from Russia to USA","2013","Russia"
"Brussels At Halloween","2013","-1"
"Can I use a photocopy of a passport to check in for a Chinese Domestic flight?","2013","-1"
"Is it safe to go to Içmeler, Turkey now?","2013","Turkey"
"Indian Visa in expired passport, new passport with husband's surname","2013","India"
"Information about public transport in Greece","2013","Greece"
"Is there any departure tax to pay at the airport when leaving Thailand?","2013","Thailand"
"How many jetways are used when boarding a Boeing 777 in SFO?","2013","-1"
"USA - ESTA for 5-month stay","2013","-1"
"What is the period of validity for a Power of Attorney letter for a child travelling with a parent?","2013","-1"
"Is there an 'ideal' crossing between Michigan and Ontario?","2013","-1"
"Why doesn't Saudi Arabia issue tourist visas?","2013","Saudi Arabia"
"What does the (+1) mean in flight search engines?","2013","-1"
"How to safely carry an important document in a nonstandard format?","2013","-1"
"Is there anywhere in Toronto where I can sell Moroccan dirhams (MAD)?","2013","-1"
"How to get same-day emergency money in Thailand?","2013","Thailand"
"Larger metal objects in hand luggage","2013","-1"
"Are there LPG gas stations for cars travelling between Sydney and Melbourne?","2013","-1"
"Losing everything - ways get money for an emergency","2013","-1"
"Searching for an Asian flight that provides a facility for divers to not pay an extra fee from Tehran to Phuket","2013","-1"
"Does the Lao visa on arrival at the Thai border require a full blank passport page for Australians?","2013","Australia"
"Is it legal to peel off a visa from your passport?","2013","-1"
"Renting bicycles in Leipzig","2013","-1"
"Long layover at Charles de Gaulle airport","2013","-1"
"How do I insure my money?","2013","-1"
"Airport transit in Amsterdam","2013","-1"
"How to collect online travel information in a book?","2013","-1"
"How to prevent the passenger in front of you from reclining without notice?","2013","-1"
"Are there direct flights from Santiago, Chile to Quito, Ecuador?","2013","Ecuador"
"Mount Everest without the crowd","2013","-1"
"Are Australian passports expensive in comparison to other western / developed countries?","2013","Australia"
"Meeting other people while traveling","2013","-1"
"How do I avoid snoring when sharing a room in a hostel or lodge?","2013","-1"
"Connecting flights between Newark Liberty and JFK -- what to do with layover?","2013","-1"
"How can I purchase Greyhound tickets online if I'm a non-American?","2013","-1"
"Exchanging Dollars for Yuan","2013","-1"
"Is 2h 5m enough time for a layover in Toronto for a SCL-YYZ-LHR flight?","2013","-1"
"Does my case count as overstaying on a Schengen visa?","2013","-1"
"Is the date on my Thai arrival and departure card the last day I'm allowed to be in the country or the first day I must be out of the country?","2013","-1"
"What is the cheapest way to send books from USA to France?","2013","France"
"Why are airline passengers asked to lift up window shades during takeoff and landing?","2013","-1"
"Singapore transit visa","2013","Singapore"
"Is feasible to visit Old Montreal or Downtown during a 12-hour layover?","2013","-1"
"How could I have traveled to the US without having my ESTA checked? Is it really needed?","2013","-1"
"Trees in the Rhine Valley in early November","2013","-1"
"Routing considerations for a commercial flight from Brisbane to Vietnam","2013","Vietnam"
"Documentation for one parent traveling with infant, Australia to Japan","2013","Japan"
"Indian visa re-entry and cancellation","2013","India"
"First time in Barcelona: affordable places to eat for a student","2013","-1"
"Are there subcategories of seats even within economy class?","2013","-1"
"International to US Domestic transfer baggage fees","2013","-1"
"Crossing border from Phnom Penh, Cambodia to Tay Ninh, Vietnam","2013","Vietnam"
"Airport security compatible container for small amounts of alcoholic spirits (drinks)?","2013","-1"
"Distance and hours between Phnom Penh and Tay Ninh","2013","-1"
"What happens if you don't have a passport photo when you get to the Laos border for a visa-on-arrival?","2013","Laos"
"Does the Laos ANZ bank help with replacement ATM/VISA cards for Australian and New Zealand ANZ bank customers?","2013","New Zealand"
"Where does the Zagreb airport bus leave from at the bus station?","2013","-1"
"Working out the best European country to post a parcel from to Australasia?","2013","-1"
"Weather map for US coasts including past patterns and monthly averages?","2013","-1"
"Different liquid restrictions in China and Philippines","2013","Philippines"
"Is there any smart tip to choose seats on aeroplane?","2013","-1"
"Transportation and cost to get to Tay Ninh from Ho Chi Minh City?","2013","-1"
"Prepaid nano SIM for an unlocked iPhone in Malta?","2013","Malta"
"Thai drivers license in Costa Rica","2013","Costa Rica"
"Museums about Japan's World War II history","2013","Japan"
"Is it legal for officials to hold my foreign driver's license as a guarantee for a traffic fine?","2013","-1"
"Leaving Schengen region to reset 90 days","2013","-1"
"Is the visa-free entry to Schengen region multiple entry or single entry?","2013","-1"
"Hand Truck for Air Travel","2013","-1"
"Adaptors that work in the various electricity outlets in Europe","2013","-1"
"Extra baggage fees - Per flight or per ticket?","2013","-1"
"Arrivals forms or customs agents may ask if you packed your own bags. Must I pack them myself or is it OK to answer in the negative to this question?","2013","-1"
"Is the tapwater at Walt Disney World fluoridated?","2013","-1"
"Is travelling as an international courier still a possibility for cheap air travel?","2013","-1"
"Is it difficult to find my next transit flight at Dubai airport?","2013","-1"
"One way ticket to Seoul with Canadian Passport?","2013","-1"
"Is there any need to register my arrival in Dubai/UAE?","2013","-1"
"Is it acceptable to use resort beach towels at another beach?","2013","-1"
"Oyster charges for multiple routes between two places","2013","-1"
"Joining the hop-on/off tour of Paris from CDG airport","2013","-1"
"Is it possible to place a ""reverse charges"" or ""collect"" telephone call from Laos? How?","2013","Laos"
"What type of power outlets are used in Bath, UK?","2013","-1"
"Are there any Carsten Höller slides in museums/galleries in Central or Eastern Europe?","2013","-1"
"What's the easiest (and ideally safest) way to get from Dubai to Abu Dhabi?","2013","-1"
"What if I don't take my last transfer at British Airways","2013","-1"
